Company,Rating,Good Review,Bad Review,Industry,HQ,Total locations
The Nuance Group AG,4.3,"Salary, Work Life Balance, Company Culture",Job Security,IT Services & Consulting,Bengaluru,9
Growisto,4.2,Not Available,Not Available,Marketing & Advertising,Mumbai,3
C2L BIZ,3.1,Not Available,Not Available,Internet,Mumbai,6
Facile Services,2.7,Not Available,Not Available,IT Services & Consulting,Pune,2
BNB Groupe,3.2,Not Available,Not Available,Retail,Ahmedabad,13
Sanathan Textiles,4.1,"Job Security, Work Life Balance, Company Culture",Promotions,Fashion & Textile,Dadra & Nagar Haveli,13
Pratiti Technologies,3.3,Not Available,Not Available,Software Product,Pune,1
Keya Foods International Private Limited,4.1,Not Available,Not Available,Hospitality,Mumbai,28
Sanzyme,3.7,Work Life Balance,"Skill Development, Work Satisfaction, Promotions",Biotechnology,Hyderabad,16
Urbanpro,3.6,Not Available,Not Available,EdTech,Bengaluru,22
Nuvama Wealth Management,3.5,Not Available,Not Available,Financial Services,Mumbai,26
Fragma Data Systems,4.0,Not Available,Not Available,IT Services & Consulting,Bengaluru,5
Benteler Automotive,4.2,"Work Life Balance, Work Satisfaction, Job Security",Promotions,Electronics Manufacturing,Pune,4
Reynold India,4.6,Not Available,Not Available,Industrial Machinery,Noida,13
Century Rayon,3.9,"Job Security, Company Culture, Work Life Balance",Promotions,Fashion & Textile,Mumbai,9
Prabha Industries,4.0,"Work Satisfaction, Skill Development, Job Security","Promotions, Salary",Chemicals,Bengaluru,11
Monotech Systems,3.5,Not Available,Not Available,Printing & Publishing,Chennai,22
Eastman Cast & Forge,3.1,Not Available,Not Available,Industrial Machinery,Ludhiana,11
Kimia Biosciences Limited,3.6,Not Available,Not Available,Pharma,Gurugram,4
Moolya Software Testing,3.3,Not Available,Not Available,IT Services & Consulting,Bengaluru,7
Oriental Consultants India Pvt Ltd,3.9,Work Life Balance,"Job Security, Promotions, Skill Development",Engineering & Construction,New Delhi,19
Ampcus Tech,4.0,Not Available,Not Available,Nashik +10 other locations,Not Available,1
Sangam Dairy,4.2,"Job Security, Work Life Balance, Company Culture",Promotions,Agriculture,Guntur,15
Appcino Technologies,3.4,Not Available,Not Available,IT Services & Consulting,Jaipur,13
Ebix Smartclass Educational Services,4.0,"Work Life Balance, Work Satisfaction",Promotions,EdTech,New Delhi,37
J. M. Mhatre Infra,4.0,"Work Life Balance, Work Satisfaction, Job Security","Promotions, Salary",Engineering & Construction,Navi Mumbai,17
Chemspec Chemicals,3.6,Not Available,Not Available,Chemicals,Mumbai,5
Unique Infra Engineering India Private Limited,3.0,Not Available,Not Available,Engineering & Construction,Lucknow,26
Walkin Manpower Solution,4.4,Not Available,Not Available,New Delhi +6 other locations,Not Available,1
Ace Creative Learning,3.8,"Work Life Balance, Salary",Promotions,Design,Bengaluru,16
Unified Infotech,4.2,Not Available,Not Available,IT Services & Consulting,Kolkata,3
Express KCS,3.5,Not Available,Not Available,Marketing & Advertising,New Delhi,9
Telegence Powercomm,3.4,Not Available,Not Available,Engineering & Construction,Vadodara,40
Appy Pie,3.7,Work Life Balance,"Job Security, Promotions",IT Services & Consulting,Noida,6
Unislink,3.2,Not Available,Not Available,Healthcare,Hyderabad,2
Continental Coffee,4.1,Not Available,Not Available,Food Processing,Hyderabad,30
Xerago,3.0,Not Available,Not Available,Marketing & Advertising,Chennai,4
ATPI,3.8,"Job Security, Work Life Balance","Promotions, Salary",Travel & Tourism,Mumbai,8
Vishakha Glass,4.0,"Job Security, Salary","Company Culture, Promotions",Mundra +10 other locations,Not Available,1
Beyondriffs,4.6,"Company Culture, Work Life Balance, Work Satisfaction",Salary,Education & Training,Ghaziabad,1
Ascentrik Research Services,1.8,Not Available,Not Available,IT Services & Consulting,Pune,10
MindSquare Technologies,4.5,Not Available,Not Available,IT Services & Consulting,Bengaluru,22
Ashok Iron Group,3.7,Not Available,Not Available,Iron & Steel,Belagavi,7
Securonix,2.6,Not Available,Not Available,Internet,Bengaluru,4
D Light Energy,3.6,Salary,"Promotions, Job Security, Work Satisfaction",Waste Management,Gurugram,37
Sarda Metals & Alloys,4.1,Not Available,Not Available,Metals & Mining,Visakhapatnam,7
Kalyaniwalla & Mistry,3.4,Not Available,Not Available,Accounting & Auditing,Mumbai,10
Medgulf Construction Company,3.3,Not Available,Not Available,Engineering & Construction,Doha,10
Auma,3.5,Job Security,"Promotions, Skill Development, Company Culture",Industrial Automation,Bengaluru,10
Ameriprise India,3.5,Not Available,Not Available,Financial Services,Gurugram,4
APC By Schneider Electric,4.4,Not Available,Not Available,Electrical Equipment,Bengaluru,17
DAEWOO E&C,4.2,Not Available,Not Available,Engineering & Construction,Patna,17
DSM,3.9,Not Available,Not Available,Chemicals,Hyderabad,26
Uttar Pradesh Jal Nigam,4.0,Not Available,Not Available,Government,Lucknow,43
Crimsoune Club,3.7,Work Life Balance,"Salary, Promotions",Fashion & Textile,New Delhi,40
Dr. Rela Institute & Medical Centre,4.2,"Company Culture, Skill Development, Work Life Balance",Salary,Healthcare,Chennai,5
AstraGen,3.6,Salary,"Promotions, Job Security, Company Culture",EdTech,Vijayawada,23
FNF India,3.9,"Job Security, Company Culture, Work Life Balance",Promotions,IT Services & Consulting,Bengaluru,5
Global Market Insights,3.2,Not Available,Not Available,Analytics & KPO,Pune,5
OVT India,3.4,Not Available,Not Available,Electrical Equipment,Noida,7
Indo-Tibetan Border Police,4.6,Not Available,Not Available,Government,New Delhi,35
Sanjay Ghodawat Group,3.5,Not Available,Not Available,FMCG,Kolhapur,29
IPAC,3.2,Not Available,Not Available,Retail,Kolkata,16
ToXSL Technologies,3.9,Not Available,Not Available,IT Services & Consulting,Sahibzada Ajit Singh Nagar,14
Indian Potash,3.6,Job Security,"Promotions, Salary, Skill Development",Agro Chemicals,Muzaffarnagar,36
Aqua Group,4.1,"Work Satisfaction, Work Life Balance, Skill Development",Promotions,Industrial Machinery,Coimbatore,17
Adamas University,2.8,Not Available,Not Available,Education & Training,Kolkata,5
ITL Industries,3.7,Not Available,Not Available,Industrial Machinery,Indore,15
Almonds Ai,4.3,Not Available,Not Available,Software Product,Gurugram,3
Sureworks Infotech Pvt. Ltd.,4.4,Not Available,Not Available,IT Services & Consulting,Bengaluru,18
Accountant Anywhere Services,4.2,Not Available,Not Available,BPO,Pune,46
Syncom Formulations India,3.1,Not Available,Not Available,Pharma,Indore,15
Njs Engineers India,4.0,"Work Life Balance, Job Security, Work Satisfaction",Promotions,Waste Management,New Delhi,23
Obeetee,4.0,Job Security,Promotions,Fashion & Textile,Panipat,12
Dietech India,4.1,"Skill Development, Job Security, Work Satisfaction",Salary,Industrial Machinery,Chennai,8
Aurore Life Sciences,3.1,Not Available,Not Available,Pharma,Hyderabad,3
Global FPO,3.6,Not Available,Not Available,Accounting & Auditing,New Delhi,5
Noble Hospital,3.8,Not Available,Not Available,Healthcare,Pune,20
Devgiri Forgings,3.6,Not Available,Not Available,Industrial Machinery,Chhatrapati Sambhajinagar,9
Perennial Systems,4.2,Not Available,Not Available,IT Services & Consulting,Pune,2
Infinity Fincorp Solutions,4.3,Not Available,Not Available,Mumbai +54 other locations,Not Available,1
Maharashtra Rail Infrastructure Development Corporation,3.7,Salary,"Job Security, Promotions, Skill Development",Government,Mumbai,12
Vikram Tea,4.3,Not Available,Not Available,Financial Services,Mumbai,43
KION India,3.6,Not Available,Not Available,Industrial Machinery,Pune,14
Ata Freight Line,3.3,Not Available,Not Available,Logistics,Pune,9
THDC,4.0,Not Available,Not Available,Government,Rishikesh,19
Refex Industries,3.7,Not Available,Not Available,NBFC,Chennai,28
Aryan International,3.3,Not Available,Not Available,Mumbai +31 other locations,Not Available,1
Sigma,3.9,"Company Culture, Work Life Balance, Job Security",Promotions,Pharma,Pune,38
Narayana Superspeciality Hospital,4.0,"Skill Development, Company Culture, Job Security","Promotions, Salary",Healthcare,Kolkata,13
SVP Hospital,4.1,"Skill Development, Work Life Balance, Company Culture","Promotions, Salary",Government,Ahmedabad,14
Foxlink India Electric,3.7,Not Available,Not Available,Electronics Manufacturing,Tirupati,13
Synthimed Labs,3.6,Not Available,Not Available,Pharma,Chandigarh,11
IJM (India) Infrastructure,4.1,"Company Culture, Work Life Balance, Work Satisfaction",Promotions,Engineering & Construction,Hyderabad,14
Garuda Aerospace,3.3,Not Available,Not Available,Internet,Chennai,10
Reliable Business Solutions & Services,2.8,Not Available,Not Available,BPO,Mumbai,9
Spykar Lifestyles,4.0,"Work Life Balance, Company Culture, Job Security","Promotions, Salary",Fashion & Textile,Mumbai,36
API Holdings,3.6,Not Available,Not Available,Fitness & Wellness,Mumbai,36
Secure Network Solutions,4.3,Not Available,Not Available,IT Services & Consulting,Chennai,11
Siemens Industry Software (India),4.2,"Work Life Balance, Company Culture, Job Security",Promotions,Industrial Automation,Pune,8
Leonia Holistic Destination,3.8,Skill Development,"Promotions, Salary",Hospitality,Hyderabad,8
TetraSoft,3.7,Work Life Balance,"Job Security, Promotions",IT Services & Consulting,Hyderabad,5
Mangalam Drugs & Organics,3.6,Not Available,Not Available,Pharma,Vapi,7
Argl,4.0,"Work Life Balance, Skill Development, Salary",Promotions,Gurugram +8 other locations,Not Available,1
Star Estate,4.1,Not Available,Not Available,Real Estate,Noida,12
P2G Mobilty Tech,4.3,Not Available,Not Available,Kolkata +22 other locations,Not Available,1
Total Shipping & Logistics,2.9,Not Available,Not Available,Logistics,Mumbai,34
Idfy,3.1,Not Available,Not Available,Software Product,Mumbai,5
Hawa Valves,3.1,Not Available,Not Available,Oil & Gas,Mumbai,9
Lineomatic Industries Pvt. Ltd.,3.7,Salary,"Promotions, Company Culture, Job Security",Pulp & Paper,Ahmedabad,5
TechNova Imaging Systems,4.0,"Company Culture, Job Security, Work Life Balance",Promotions,Printing & Publishing,Mumbai,19
Fiverr Inc.,4.4,Not Available,Not Available,Internet,New Delhi,29
GadgEon,4.0,Not Available,Not Available,IT Services & Consulting,Kochi,16
Bar Code India,3.6,Not Available,Not Available,Industrial Automation,Gurugram,13
Nestor Pharmaceuticals,2.8,Not Available,Not Available,Pharma,Faridabad,14
Emrill Services LLC,4.1,"Company Culture, Skill Development, Work Life Balance",Promotions,Facility Management Services,Dubai,10
ADM India,4.1,"Work Life Balance, Company Culture, Work Satisfaction",Promotions,Food Processing,Bengaluru,23
Bigshare Services,2.7,Not Available,Not Available,Legal,Mumbai,13
LNJ Bhilwara Group,3.7,Work Life Balance,"Promotions, Salary, Work Satisfaction",Fashion & Textile,Noida,29
CORNITOS,4.2,Not Available,Not Available,FMCG,Roorkee,26
Gillette,4.3,Not Available,Not Available,FMCG,Bhiwadi,18
Applied Cloud Computing,2.4,Not Available,Not Available,IT Services & Consulting,Mumbai,10
PSG Hospitals,4.0,"Job Security, Skill Development, Work Life Balance","Promotions, Salary",Healthcare,Coimbatore,6
CamelQ Software Solutions,4.0,Not Available,Not Available,Software Product,Hyderabad,4
R-pac,3.3,Not Available,Not Available,Packaging,Mumbai,9
Multitex Filtration Engineers,3.6,Not Available,Not Available,Industrial Machinery,New Delhi,4
Nethues Technologies,3.2,Not Available,Not Available,IT Services & Consulting,New Delhi,5
Idom,4.1,"Work Life Balance, Job Security, Company Culture","Promotions, Skill Development",Engineering & Construction,New Delhi,5
Snovasys,4.5,Not Available,Not Available,IT Services & Consulting,Hyderabad,2
PCS-Global,3.6,Not Available,Not Available,Education & Training,Kolkata,10
HashCash Consultants,3.6,Salary,"Work Satisfaction, Promotions",Software Product,Kolkata,6
MK TRON Autoparts,3.5,Not Available,Not Available,Auto Components,Chennai,6
Consolidated Analytics,3.9,Not Available,Not Available,Software Product,Chennai,4
Connect India E Commerce Services,2.7,Not Available,Not Available,Logistics,Bengaluru,40
Babaji Shivram Clearing & Carriers,3.2,Not Available,Not Available,Logistics,Mumbai,9
Tecnics Integration Technologies,3.3,Not Available,Not Available,Software Product,Hyderabad,5
Nxtgen Datacenter Cloud Technologies,3.2,Not Available,Not Available,IT Services & Consulting,Bengaluru,7
Equinix,3.2,Salary,"Job Security, Promotions, Work Satisfaction",IT Services & Consulting,Bengaluru,7
Competent Automobiles,4.0,"Work Life Balance, Work Satisfaction, Skill Development",Promotions,Retail,New Delhi,13
Basix,4.5,Not Available,Not Available,Financial Services,Hyderabad,65
Tema India,4.1,"Company Culture, Job Security, Work Life Balance",Promotions,Oil & Gas,Mumbai,14
cloudEQ,3.4,Not Available,Not Available,IT Services & Consulting,Chandigarh,7
SMARTe,3.7,Not Available,Not Available,IT Services & Consulting,Mumbai,8
Superon Schweisstechnik India,3.9,"Work Life Balance, Salary","Skill Development, Promotions, Company Culture",Electronics Manufacturing,Gurugram,13
Eaton Industrial Systems,4.3,"Company Culture, Work Life Balance, Work Satisfaction",Promotions,Industrial Machinery,Pune,13
Vhb Medi Sciences,3.2,Not Available,Not Available,Pharma,Rudrapur,12
Apeejay Surrendra Group,3.6,Not Available,Not Available,Hospitality,Kolkata,22
Vkl Seasoning,3.9,"Salary, Company Culture",Promotions,FMCG,Kochi,15
Baker Gauges,3.5,Not Available,Not Available,Semiconductors,Pune,8
EOX Vantage,3.1,Not Available,Not Available,Software Product,Bengaluru,4
Antal International,3.5,Not Available,Not Available,Recruitment,Mumbai,11
Intelegencia,3.3,Not Available,Not Available,IT Services & Consulting,Noida,8
Tricon Infotech,3.5,Not Available,Not Available,IT Services & Consulting,Bengaluru,4
Maharashtra Natural GAS,3.1,Not Available,Not Available,Oil & Gas,Pune,10
Al Fara'a Group,3.1,Not Available,Not Available,Engineering & Construction,Mumbai,12
Global Cloud Xchange,3.3,Not Available,Not Available,Telecom,Mumbai,7
Gracenote,3.5,Work Life Balance,"Promotions, Job Security, Skill Development",Media & Entertainment,Mumbai,5
Abacus Staffing & Services,3.1,Not Available,Not Available,Recruitment,Hyderabad,13
Envision Overseas Education Consultants,4.0,Not Available,Not Available,Mumbai +7 other locations,Not Available,1
ECS | Enterprise Change Specialists,4.3,Not Available,Not Available,IT Services & Consulting,Hyderabad,7
Metalman Microturners,3.8,Not Available,Not Available,Metals & Mining,Rudrapur,10
Hailstone Innovations,4.1,Not Available,Not Available,Industrial Machinery,Palakkad,16
Tirupati Life Sciences,4.2,Not Available,Not Available,Pharma,Paonta Sahib,9
Supriya Lifescience,3.7,Not Available,Not Available,Pharma,Chiplun,11
Camp K-12,3.3,Not Available,Not Available,EdTech,Gurugram,6
Dhanlaxmi Bank,4.1,"Job Security, Work Life Balance, Company Culture",Promotions,Banking,Thrissur,41
Mahathi Infra Services,3.7,Salary,"Promotions, Job Security, Skill Development",Engineering & Construction,Hyderabad,15
Hitachi Solutions,3.8,Not Available,Not Available,IT Services & Consulting,Pune,12
Aza Fashions,3.7,Not Available,Not Available,Fashion & Textile,Mumbai,6
Paramount Products,4.2,Not Available,Not Available,Import & Export,New Delhi,6
Openview Technologies,3.4,Not Available,Not Available,IT Services & Consulting,Pune,12
Full Creative,3.4,Not Available,Not Available,Software Product,Chennai,6
International Institute of SDG's and Public Policy Research,4.7,Not Available,Not Available,New Delhi +6 other locations,Not Available,1
BuyMore,4.1,Not Available,Not Available,Internet,Bengaluru,5
Inorbvict Healthcare,3.9,Not Available,Not Available,Medical Equipment,Pune,1
PPS International,3.8,Salary,"Skill Development, Job Security, Company Culture",Industrial Machinery,Greater Noida,11
Elite Powertech,4.0,"Work Life Balance, Work Satisfaction","Promotions, Job Security",Power,New Delhi,29
Gulshan Homz,4.0,"Work Life Balance, Salary",Promotions,Real Estate,Noida,9
FirstMeridian Business Services,3.6,Not Available,Not Available,Recruitment,Bengaluru,20
Rollick Ice Cream,4.0,Not Available,Not Available,Hospitality,Kolkata,15
Central ParK,4.1,Not Available,Not Available,Real Estate,Gurugram,8
SBM Offshore,4.3,Not Available,Not Available,Oil & Gas,Bengaluru,9
Mitel,3.6,Work Life Balance,"Promotions, Job Security, Skill Development",Telecom,Bengaluru,9
Amol Pharmaceuticals,4.0,"Work Life Balance, Salary, Work Satisfaction",Promotions,Pharma,Jaipur,5
Fairmont Hotels & Resorts,3.8,Not Available,Not Available,Hospitality,Jaipur,19
Inspace Technologies,3.8,Not Available,Not Available,Software Product,Chennai,16
Fertilisers and Chemicals Travancore,4.2,"Work Life Balance, Job Security, Company Culture",Promotions,Agro Chemicals,Kochi,12
Choice International,3.4,Not Available,Not Available,Mumbai +40 other locations,Not Available,1
A.K.AUTOMATICS,3.9,"Skill Development, Work Life Balance, Job Security","Promotions, Salary",Auto Components,Rohtak,11
PlasmaGen Biosciences,3.6,Not Available,Not Available,Pharma,Bengaluru,11
Tranistics Data Technologies,3.4,Not Available,Not Available,Software Product,Kolkata,5
Aries Agro,4.2,Not Available,Not Available,Agro Chemicals,Mumbai,37
Toyoda Gosei South India,4.0,"Company Culture, Work Life Balance, Job Security",Promotions,Automobile,Bengaluru,6
Paras Buildtech,3.6,Not Available,Not Available,Real Estate,Gurugram,6
Ruban Memorial Hospital,3.7,Not Available,Not Available,Healthcare,Patna,3
Civet Projects,4.1,Not Available,Not Available,Engineering & Construction,Hyderabad,20
Internship Studio,4.1,"Work Life Balance, Skill Development, Company Culture","Salary, Promotions",Pune +29 other locations,Not Available,1
Scott Edil Pharmacia,3.5,Not Available,Not Available,Pharma,Baddi,13
Ferromatik Milacron,3.5,Job Security,"Promotions, Company Culture, Work Satisfaction",Industrial Machinery,Ahmedabad,9
Cxc Infotech,3.1,Not Available,Not Available,Financial Services,Noida,4
IG Infotech India,2.9,Not Available,Not Available,IT Services & Consulting,Bengaluru,6
Dasnac,4.5,Not Available,Not Available,Real Estate,New Delhi,3
Tata Motors Insurance Broking And Advisory Services,3.7,Job Security,Promotions,Insurance,Mumbai,41
Ajnara India,3.5,Not Available,Not Available,Real Estate,Noida,5
TYPSA,3.3,Not Available,Not Available,Engineering & Construction,Gurugram,19
TalentSprint,4.0,"Company Culture, Work Life Balance, Skill Development",Promotions,Hyderabad +4 other locations,Not Available,1
Shri Ram Murti Smarak Institute of Medical Sciences,3.6,Skill Development,"Promotions, Salary, Job Security",Education & Training,Bareilly,5
SATTRIX Information Security,2.8,Not Available,Not Available,IT Services & Consulting,Ahmedabad,12
Eco Protection Engineers,4.2,Not Available,Not Available,Engineering & Construction,Chennai,22
Comau,3.3,Not Available,Not Available,Industrial Automation,Pune,5
BMA Wealth Creators,4.4,Not Available,Not Available,Financial Services,Kolkata,32
Eduquity Career Technologies,3.3,Not Available,Not Available,Recruitment,Bengaluru,18
Technians Softech,3.9,"Company Culture, Work Life Balance",Job Security,IT Services & Consulting,Gurugram,3
Hungama,3.2,Not Available,Not Available,Internet,Mumbai,9
RPG Group,3.5,Work Life Balance,"Promotions, Skill Development, Company Culture",Engineering & Construction,Mumbai,32
Nucot,4.6,Not Available,Not Available,Recruitment,Bengaluru,2
PATH India,4.1,Not Available,Not Available,Industrial Automation,Indore,34
Dayanand Medical College & Hospital,3.7,Not Available,Not Available,Healthcare,Ludhiana,8
Paharpur 3P,4.2,Not Available,Not Available,Packaging,Ghaziabad,15
Oorja Technical Services,3.9,Not Available,Not Available,Electrical Equipment,Indore,14
Lion Services,3.7,Not Available,Not Available,Facility Management Services,New Delhi,24
Life Care Logistic,3.4,Not Available,Not Available,Pune +22 other locations,Not Available,1
Paradigm Realty,4.0,Not Available,Not Available,Real Estate,Mumbai,2
Ethos,3.0,Not Available,Not Available,Metals & Mining,New Delhi,23
Dsm Shared Services India,4.0,"Company Culture, Work Life Balance, Salary",Promotions,Chemicals,Hyderabad,2
StayVista,4.4,Not Available,Not Available,Travel & Tourism,Mumbai,11
Outlier,3.9,"Work Life Balance, Salary, Skill Development","Job Security, Promotions",Emerging Technologies,Bengaluru,16
Doehler,3.6,Not Available,Not Available,IT Services & Consulting,Pune,6
Rahman Industries,3.7,Company Culture,"Promotions, Skill Development, Work Satisfaction",Fashion & Textile,Kanpur,11
D2K Technologies India,2.6,Not Available,Not Available,IT Services & Consulting,Mumbai,8
CDYMAX,3.3,Not Available,Not Available,Pharma,Bengaluru,6
Defsys Solutions,3.9,Not Available,Not Available,Defence & Aerospace,Gurugram,9
FBSPL- Fusion Business Solution P Limited,3.4,Not Available,Not Available,BPO,Udaipur,8
eNTrust Software & Services,3.5,Job Security,"Promotions, Salary, Company Culture",Software Product,Chennai,4
Saya homes,4.0,Not Available,Not Available,Real Estate,Noida,7
Techavera Solutions,4.2,Not Available,Not Available,Education & Training,Noida,6
I.T. Solutions India Private Limited,3.5,Skill Development,Promotions,IT Services & Consulting,New Delhi,28
Same Deutz-fahr,3.7,Work Life Balance,"Promotions, Salary, Skill Development",Industrial Machinery,Vellore,13
Eximietas Design,4.1,Not Available,Not Available,Emerging Technologies,Bengaluru,5
Shree Malani Foams,3.8,Not Available,Not Available,Hyderabad +14 other locations,Not Available,1
MotivityLabs,3.1,Not Available,Not Available,IT Services & Consulting,Hyderabad,3
AVON TUBETECH,3.4,Not Available,Not Available,Iron & Steel,Faridabad,9
Press Fit Pipe And Profile,4.1,Not Available,Not Available,Building Material,Mumbai,20
HyTech Professionals,3.2,Not Available,Not Available,IT Services & Consulting,Noida,4
ALOIS Solutions,3.6,Not Available,Not Available,IT Services & Consulting,Vadodara,11
GoApptiv,4.1,Not Available,Not Available,Mumbai +48 other locations,Not Available,1
OCS Services,4.4,Not Available,Not Available,Oil & Gas,Mumbai,29
Eye7 Chaudhary Eye Centre,2.9,Not Available,Not Available,Healthcare,New Delhi,8
ImagicaaWorld Entertainment Limited,3.5,Not Available,Not Available,Events,Mumbai,10
Riello Power India,3.8,Not Available,Not Available,Electronics Manufacturing,Gurugram,14
SAGE Automation,4.1,Not Available,Not Available,Industrial Automation,Pune,2
Rajagiri Hospital,4.2,"Skill Development, Company Culture, Job Security",Promotions,Healthcare,Kochi,12
Mindrill Systems Solutions,3.5,Not Available,Not Available,Industrial Machinery,Kolkata,6
Arrivae,3.3,Not Available,Not Available,Mumbai +13 other locations,Not Available,1
Ptc Industries,3.6,Not Available,Not Available,Iron & Steel,Lucknow,5
Gammastack,2.9,Not Available,Not Available,IT Services & Consulting,Indore,6
Hitachi MGRM Net,3.3,Not Available,Not Available,IT Services & Consulting,Gurugram,15
Desnor Destination,4.3,Not Available,Not Available,Noida +2 other locations,Not Available,1
Choice Solutions (India),3.5,Not Available,Not Available,IT Services & Consulting,Hyderabad,15
Manali Petrochemicals,3.4,Not Available,Not Available,Chemicals,Chennai,5
Hager Electro,3.3,Not Available,Not Available,Electrical Equipment,Pune,15
Pan Seeds,3.7,Skill Development,"Promotions, Salary",Agriculture,Kolkata,32
Minosha,4.0,"Work Life Balance, Company Culture, Work Satisfaction",Job Security,Hardware & Networking,New Delhi,23
Footprints Play School,3.3,Not Available,Not Available,Education & Training,New Delhi,18
S K Samanta & Co,3.4,Job Security,"Promotions, Company Culture, Skill Development",Engineering & Construction,Kolkata,11
Veena Developers,4.1,Not Available,Not Available,Real Estate,Mumbai,4
ANY Graphics,3.8,Not Available,Not Available,Printing & Publishing,Noida,19
Foodhub,3.5,Not Available,Not Available,Software Product,Chennai,5
AutomationEdge,2.8,Not Available,Not Available,IT Services & Consulting,Pune,2
RFCL,3.7,"Job Security, Work Life Balance","Skill Development, Company Culture, Promotions",Agro Chemicals,Ramagundam,8
ZestMoney,4.0,"Work Life Balance, Company Culture","Job Security, Promotions",FinTech,Bengaluru,17
Gamma Process Hub,3.7,Not Available,Not Available,BPO,Hyderabad,7
Sical Logistics,4.0,Not Available,Not Available,Logistics,Bengaluru,22
Tide Water Oil,3.8,Not Available,Not Available,Oil & Gas,Kolkata,34
INVESMATE,3.9,Not Available,Not Available,Education & Training,Kolkata,5
Forace Polymers,3.3,Not Available,Not Available,Chemicals,Haridwar,8
Koso India,4.1,"Company Culture, Work Life Balance, Job Security",Promotions,Industrial Automation,Nashik,5
EZ Works,3.8,"Company Culture, Skill Development, Work Life Balance","Promotions, Salary",IT Services & Consulting,Gurugram,4
CNS Comnet,4.1,"Company Culture, Work Life Balance, Work Satisfaction",Job Security,BPO,Gurugram,5
Valu Connex Telecom Services Private,4.4,Not Available,Not Available,Telecom,New Delhi,39
Anik Milk Products,3.6,Not Available,Not Available,FMCG,Indore,27
20 Microns,3.9,"Salary, Work Life Balance",Promotions,Chemicals,Vadodara,14
Ageis,3.7,Not Available,Not Available,Emerging Technologies,Bengaluru,18
Zieta Technologies,3.4,Skill Development,"Salary, Promotions",IT Services & Consulting,Bengaluru,9
Packt Publishing,3.0,Work Life Balance,"Promotions, Job Security, Skill Development",Printing & Publishing,Mumbai,6
Integrated Cleanroom Technologies,4.0,Not Available,Not Available,Facility Management Services,Hyderabad,9
Bansal Group,3.5,Not Available,Not Available,Education & Training,Bhopal,25
Zopsmart Technology,3.2,Not Available,Not Available,Software Product,Bengaluru,9
Flyweis Technology,4.3,Not Available,Not Available,IT Services & Consulting,Noida,5
Spardha School of Music,4.3,Not Available,Not Available,Pune +2 other locations,Not Available,1
Sterling Manufacturing Company,3.7,Not Available,Not Available,Industrial Machinery,Gurugram,31
SAN Engineering & Locomotive,3.8,"Job Security, Work Life Balance","Promotions, Salary, Company Culture",Industrial Machinery,Bengaluru,11
Growel Softech,3.0,Not Available,Not Available,Recruitment,Pune,7
Coupa Software Inc,3.3,Not Available,Not Available,IT Services & Consulting,Pune,4
Vi-son Industries,3.4,Not Available,Not Available,Industrial Machinery,Pune,16
Holcim Global Hub Business Services,4.2,Not Available,Not Available,IT Services & Consulting,Navi Mumbai,6
Rentokil Initial,3.3,Not Available,Not Available,Agro Chemicals,Mumbai,26
Gainsight,4.0,"Company Culture, Work Life Balance, Salary","Job Security, Promotions",IT Services & Consulting,Hyderabad,4
Smart IMS,3.9,Not Available,Not Available,IT Services & Consulting,Hyderabad,4
Mac Chem Products,3.0,Not Available,Not Available,Pharma,Mumbai,9
Numbertree LLP,3.3,Not Available,Not Available,Accounting & Auditing,New Delhi,12
Doosan Bobcat India,3.8,Not Available,Not Available,Industrial Machinery,Chennai,17
Aqua Tech Systems,4.1,"Work Life Balance, Company Culture, Work Satisfaction",Promotions,Power,Pune,19
Doshion,3.6,Not Available,Not Available,Waste Management,Ahmedabad,7
Saurer,3.9,"Work Life Balance, Company Culture","Promotions, Salary",Financial Services,Vadodara,11
SA Technologies,3.0,Not Available,Not Available,IT Services & Consulting,Pune,10
Grew Energy,4.1,Not Available,Not Available,Power,Jaipur,14
Maire Tecnimont,4.1,Not Available,Not Available,Engineering & Construction,Mumbai,13
Kintetsu World Express,4.2,Not Available,Not Available,Logistics,Hyderabad,25
Mahalakshmi Profiles Private Limited,3.6,Not Available,Not Available,Iron & Steel,Hyderabad,11
Alter Domus,3.0,Not Available,Not Available,Financial Services,Hyderabad,5
Naresh Kumar & Co.,4.2,"Company Culture, Work Life Balance, Skill Development",Promotions,Urban Transport,Jamshedpur,25
Tekshapers Software Solutions,3.3,Not Available,Not Available,IT Services & Consulting,Noida,11
Dentcare Dental Lab,3.9,"Job Security, Skill Development","Promotions, Salary, Work Satisfaction",Medical Equipment,Kochi,29
Al Hassan Engineering Company SAOG,3.8,Not Available,Not Available,Engineering & Construction,Muscat,15
Siec Education,2.7,Not Available,Not Available,Recruitment,New Delhi,12
GetMyUni,3.3,Not Available,Not Available,Education & Training,Bengaluru,10
Amrita Vidyalayam,3.5,Not Available,Not Available,Education & Training,Chennai,38
PAVIT CERAMICS ( P),3.4,Not Available,Not Available,Building Material,Ahmedabad,25
Bizmatics India,3.1,Not Available,Not Available,Software Product,Mumbai,8
DUKES,3.7,Work Life Balance,Promotions,Hospitality,Hyderabad,33
Stivaph Healthcare,4.1,Not Available,Not Available,Pharma,Ahmedabad,3
Tribeca Developers,4.5,Not Available,Not Available,Real Estate,Pune,8
Acent High Soft Technologies,4.7,Not Available,Not Available,Recruitment,Noida,5
